,sequence,session_id,speaker,content,Human,AI,Utterance ID
1391,1265,TalkBack.Year1.Benson.Spring.011420.xlsx,S,Subtracting,,,222
1392,1266,TalkBack.Year1.Benson.Spring.011420.xlsx,S,Adding,,,223
1393,1267,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Who said adding at that table,Keeping Everyone Together,Keeping Everyone Together,224
1394,1268,TalkBack.Year1.Benson.Spring.011420.xlsx,S,Me and,,,225
1395,1269,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Eric why are we going to add onto this,Pressing for Reasoning,Pressing for Reasoning,226
1396,1270,TalkBack.Year1.Benson.Spring.011420.xlsx,S,It says more and if you say less then were going to be subtracting it,,,227
1397,1271,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Number story problems they give you those clue words,,,228
1398,1272,TalkBack.Year1.Benson.Spring.011420.xlsx,T,A lot of times it asks you how many more and thats when we subtract but this ones telling that we know this and then this person ran much farther or that much more of a fraction of a mile,,,229
1399,1273,TalkBack.Year1.Benson.Spring.011420.xlsx,T,A lot of times when we hear more we do subtraction and in this case Eric you and whoever else in your table I heard a couple of people say Youre going to add we would be adding that on to okay,Keeping Everyone Together,Revoicing,230
1400,1274,TalkBack.Year1.Benson.Spring.011420.xlsx,T,What is the whole thing that were counting,Pressing for Accuracy,Pressing for Accuracy,231
1401,1275,TalkBack.Year1.Benson.Spring.011420.xlsx,S,Miles,,,232
1402,1276,TalkBack.Year1.Benson.Spring.011420.xlsx,T,What Lila,Keeping Everyone Together,Keeping Everyone Together,233
1403,1277,TalkBack.Year1.Benson.Spring.011420.xlsx,S,Miles,,,234
1404,1278,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Miles,Restating,Restating,235
1405,1279,TalkBack.Year1.Benson.Spring.011420.xlsx,T,A mile,,Revoicing,236
1406,1280,TalkBack.Year1.Benson.Spring.011420.xlsx,T,One mile is the whole,,,237
1407,1281,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Theyre breaking that mile into parts,,,238
1408,1282,TalkBack.Year1.Benson.Spring.011420.xlsx,T,You feel like you can figure that one out now without me even writing the number model for you Beckett,Keeping Everyone Together,,239
1409,1283,TalkBack.Year1.Benson.Spring.011420.xlsx,S,No,,,240
1410,1284,TalkBack.Year1.Benson.Spring.011420.xlsx,S,We have to,,,241
1411,1285,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Okay,,,242
1419,1286,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Ill now let you guys do it,,,243
1420,1287,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Once you guys are done working on your problems then well come back together and talk about them,,,244
1421,1288,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Make sure that when you answer it you tell that youre focusing on what your measurement is,,Pressing for Accuracy,245
1422,1289,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Down at the bottom you have some fractions that youre adding together,,,246
1423,1290,TalkBack.Year1.Benson.Spring.011420.xlsx,T,They look really different than something weve ever seen before,,,247
1424,1291,TalkBack.Year1.Benson.Spring.011420.xlsx,T,All right the denominators of all of those the things,,,248
1425,1292,TalkBack.Year1.Benson.Spring.011420.xlsx,S,Yes,,,249
1426,1293,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Do I add the denominators together,Keeping Everyone Together,Pressing for Accuracy,250
1427,1294,TalkBack.Year1.Benson.Spring.011420.xlsx,S,No,,,251
1428,1295,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Anyone know why we dont add the denominators together,Pressing for Reasoning,Pressing for Reasoning,252
1429,1296,TalkBack.Year1.Benson.Spring.011420.xlsx,T,going up,,,253
1430,1297,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Mason why dont we add the denominators together,Pressing for Reasoning,Pressing for Reasoning,254
1431,1298,TalkBack.Year1.Benson.Spring.011420.xlsx,S,Because then we would add two wholes,,,255
1432,1299,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Yes were just talking about if this part is cut into this many pieces and we are talking about this many of them and another whole is cut into this many pieces and were only talking about How many total parts of the whole would we be adding together,Pressing for Accuracy,Revoicing,256
1433,1300,TalkBack.Year1.Benson.Spring.011420.xlsx,T,We dont then cut it into that many more pieces does that make sense,Keeping Everyone Together,Keeping Everyone Together,257
1434,1301,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Remember that our denominators is how many total pieces the whole is cut into,,,258
1435,1302,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Down here we have something cut into 10 equal parts were going to focus on two of them,,,259
1436,1303,TalkBack.Year1.Benson.Spring.011420.xlsx,T,That whole is still cut into 10 equal parts and were going to add 5 more pieces to it,,,260
1437,1304,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Think about your pie at Thanksgiving time way back three months ago,,,261
1438,1305,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Lets say that it was cut into 10 equal pieces,,,262
1439,1306,TalkBack.Year1.Benson.Spring.011420.xlsx,T,On Thanksgiving you ate 2 of them and the day after Thanksgiving you ate 5 more of them,,,263
1440,1307,TalkBack.Year1.Benson.Spring.011420.xlsx,T,The pie pieces didnt change shape they were still 10 pieces you ate 2 of them one day and 5 another so you still have out of those 10,,Pressing for Accuracy,264
1441,1308,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Same thing here same thing here,,,265
1442,1309,TalkBack.Year1.Benson.Spring.011420.xlsx,T,You have this page to work on and decimal review on the next page,,,266
1443,1310,TalkBack.Year1.Benson.Spring.011420.xlsx,S,We still have,,,267
1444,1311,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Oh thank you I forgot I used my marker on it instead of pencil thank you,,,268
1445,1312,TalkBack.Year1.Benson.Spring.011420.xlsx,T,You have decimal review so youre going to think about these are tenths these are hundreds there goes my cage coloring in your grid to match these are tenths,,,269
1446,1313,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Look back at your place value chart place the following decimals on the number line you need to place 82100 and 29100 write each decimal as a fraction each of those two,,,270
1447,1314,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Write them in words use your place value chart for that,,,271
1448,1315,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Remember you say a whole number then you say What word do you say with a decimal,Pressing for Accuracy,Pressing for Accuracy,272
1449,1316,TalkBack.Year1.Benson.Spring.011420.xlsx,T,When you see a decimal you say,Pressing for Accuracy,Pressing for Accuracy,273
1450,1317,TalkBack.Year1.Benson.Spring.011420.xlsx,S,And,,,274
1451,1318,TalkBack.Year1.Benson.Spring.011420.xlsx,T,And,Restating,Restating,275
1452,1319,TalkBack.Year1.Benson.Spring.011420.xlsx,T,All right Im going to let you work together lets come back together in 30 minutes to go over the two fraction problems review our decimal,,,276
1453,1320,TalkBack.Year1.Benson.Spring.011420.xlsx,T,If you have time to do math boxes that would be fabulous if you are done with all of that you may play math games and Ill let you pick what you want,,,277
1454,1321,TalkBack.Year1.Benson.Spring.011420.xlsx,T,No because were going to come back together I dont want to worry about getting it off the way,,,278
1455,1322,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Whyd you get these numbers for,Pressing for Reasoning,Pressing for Reasoning,279
1456,1323,TalkBack.Year1.Benson.Spring.011420.xlsx,T,No were playing math games  and youre done with all three of those tables,,,280
1457,1324,TalkBack.Year1.Benson.Spring.011420.xlsx,S,Yes,,,281
1458,1325,TalkBack.Year1.Benson.Spring.011420.xlsx,S,Do you need this,,,282
1459,1326,TalkBack.Year1.Benson.Spring.011420.xlsx,T,need to calm down,,,283
1460,1327,TalkBack.Year1.Benson.Spring.011420.xlsx,T,If you were not done with page 60 at 800 or 920 youll stay through recess to get it done,,,284
1461,1328,TalkBack.Year1.Benson.Spring.011420.xlsx,T,also need to get done,,,285
1462,1329,TalkBack.Year1.Benson.Spring.011420.xlsx,S,30 minutes to recess I cant wait,,,286
1463,1330,TalkBack.Year1.Benson.Spring.011420.xlsx,T,in 20 minutes,,,287
1464,1331,TalkBack.Year1.Benson.Spring.011420.xlsx,T,What are you doing,Pressing for Accuracy,Pressing for Reasoning,288
1465,1332,TalkBack.Year1.Benson.Spring.011420.xlsx,S,Were doing multiplication  because thats not enough time  multiplication facts,,,289
1466,1333,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Okay,,,290
1474,1334,TalkBack.Year1.Benson.Spring.011420.xlsx,T,If there is a microphone near you where you were working,,,291
1475,1335,TalkBack.Year1.Benson.Spring.011420.xlsx,S,We got ours,,,292
1476,1336,TalkBack.Year1.Benson.Spring.011420.xlsx,S,Put it on now,,,293
1477,1337,TalkBack.Year1.Benson.Spring.011420.xlsx,S,Wait,,,294
1478,1338,TalkBack.Year1.Benson.Spring.011420.xlsx,S,We have one,,,295
1479,1339,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Okay,,,296
1487,1340,TalkBack.Year1.Benson.Spring.011420.xlsx,T,In problem number one were on the  problems page,,,297
1488,1341,TalkBack.Year1.Benson.Spring.011420.xlsx,T,All of you need to have your math journal out so that you can help describe and explain and justify what you did the math,,,298
1489,1342,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Max what was the whole thing that we were trying to talk about when we are talking about our fractions with the whole,Pressing for Accuracy,Pressing for Accuracy,299
1490,1343,TalkBack.Year1.Benson.Spring.011420.xlsx,T,A can of paint right,Keeping Everyone Together,,300
1491,1344,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Just one can of paint  thats what were splitting into parts,,,301
1492,1345,TalkBack.Year1.Benson.Spring.011420.xlsx,T,All right so we had said Ryan used 23 each of his sisters and there were three of them used a 13 and that was a total amount of paint that they used okay,Keeping Everyone Together,,302
1493,1346,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Dilly and I drew a picture so Dilly will you describe never mind dont describe since I did it with you,,,303
1494,1347,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Anyone else draw pictures,Keeping Everyone Together,,304
1495,1348,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Quinn describe to me what you drew to help you solve this problem,Pressing for Accuracy,Pressing for Reasoning,305
1496,1349,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Okay so there were four cans of paint,,,306
1497,1350,TalkBack.Year1.Benson.Spring.011420.xlsx,S,So we put them all in 23 and the first one which I believe two of,,,307
1498,1351,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Thats Ryan,,Revoicing,308
1499,1352,TalkBack.Year1.Benson.Spring.011420.xlsx,S,The second and the rest,,,309
1500,1353,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Okay so this would be sister one sister two sister three,,Revoicing,310
1501,1354,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Are we adding together whole things,Keeping Everyone Together,Pressing for Accuracy,311
1502,1355,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Are we adding together whole cans of paint,Keeping Everyone Together,Pressing for Accuracy,312
1504,1356,TalkBack.Year1.Benson.Spring.011420.xlsx,T,How many whole cans of paint did they use,Pressing for Accuracy,Pressing for Accuracy,313
1505,1357,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Declan,Keeping Everyone Together,,314
1506,1358,TalkBack.Year1.Benson.Spring.011420.xlsx,S,One,,,315
1507,1359,TalkBack.Year1.Benson.Spring.011420.xlsx,T,I asked you a yes or no question,,,316
1508,1360,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Are we adding together whole cans of paint,Keeping Everyone Together,Pressing for Accuracy,317
1510,1361,TalkBack.Year1.Benson.Spring.011420.xlsx,S,Yes,,,318
1511,1362,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Is that were counting at,Keeping Everyone Together,Pressing for Accuracy,319
1512,1363,TalkBack.Year1.Benson.Spring.011420.xlsx,S,No no,,,320
1513,1364,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Where are we counting at,Pressing for Accuracy,Pressing for Accuracy,321
1514,1365,TalkBack.Year1.Benson.Spring.011420.xlsx,S,Part of paint,,,322
1515,1366,TalkBack.Year1.Benson.Spring.011420.xlsx,T,How many parts of paint where we cut it into,Pressing for Accuracy,Pressing for Accuracy,323
1516,1367,TalkBack.Year1.Benson.Spring.011420.xlsx,S,Thirds,,,324
1517,1368,TalkBack.Year1.Benson.Spring.011420.xlsx,T,We cut it into thirds,Keeping Everyone Together,Revoicing,325
1518,1369,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Were adding up thirds,Revoicing,Revoicing,326
1519,1370,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Thats how they split each of their cans of paint,,,327
1520,1371,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Cut them into three equal parts,,Revoicing,328
1521,1372,TalkBack.Year1.Benson.Spring.011420.xlsx,T,We are adding up thirds so the easiest way to do this is to start counting by thirds,,,329
1522,1373,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Count with me,,,330
1523,1374,TalkBack.Year1.Benson.Spring.011420.xlsx,S,13 23 33 43 53,,,331
1524,1375,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Right now we know 53 of cans of paint were used,,Revoicing,332
1525,1376,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Where we add together Ryan his first sister his second sister and his third sister,,,333
1526,1377,TalkBack.Year1.Benson.Spring.011420.xlsx,T,They together used 53 cans of paint,,Revoicing,334
1527,1378,TalkBack.Year1.Benson.Spring.011420.xlsx,T,How many thirds does it take to make a whole can of paint,Pressing for Accuracy,Pressing for Accuracy,335
1528,1379,TalkBack.Year1.Benson.Spring.011420.xlsx,S,Three,,,336
1529,1380,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Three of them,Revoicing,Revoicing,337
1530,1381,TalkBack.Year1.Benson.Spring.011420.xlsx,T,If I take three of those thirds and combine it all into one how many thirds is still being in this problem Declan,Pressing for Accuracy,Pressing for Accuracy,338
1531,1382,TalkBack.Year1.Benson.Spring.011420.xlsx,S,We still have 23,,,339
1532,1383,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Yes,,,340
1535,1384,TalkBack.Year1.Benson.Spring.011420.xlsx,S,Yes,,,341
1536,1385,TalkBack.Year1.Benson.Spring.011420.xlsx,T,These two things are equal,,,342
1537,1386,TalkBack.Year1.Benson.Spring.011420.xlsx,T,53 is the improper fraction way of writing it,,,343
1538,1387,TalkBack.Year1.Benson.Spring.011420.xlsx,T,1 23 is the mixed number,,,344
1539,1388,TalkBack.Year1.Benson.Spring.011420.xlsx,T,You know that 33 makes one full can of paint,,,345
1540,1389,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Four five theres two more thirds left,,,346
1541,1390,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Makes sense,Keeping Everyone Together,,347
1542,1391,TalkBack.Year1.Benson.Spring.011420.xlsx,S,Yes,,,348
1543,1392,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Did everyone get that answer in our problem,Keeping Everyone Together,Keeping Everyone Together,349
1544,1393,TalkBack.Year1.Benson.Spring.011420.xlsx,S,Yes,,,350
1545,1394,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Okay,,,351
1553,1395,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Lets switch to problem two,,,352
1554,1396,TalkBack.Year1.Benson.Spring.011420.xlsx,T,All right we decided one mile was a whole,,,353
1555,1397,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Dilly and I drew a number line to help us with this we drew out miles,,,354
1556,1398,TalkBack.Year1.Benson.Spring.011420.xlsx,T,If this is zero mile this is one mile this is two miles what should each mile be split into,Pressing for Accuracy,Pressing for Accuracy,355
1557,1399,TalkBack.Year1.Benson.Spring.011420.xlsx,T,What fraction,Pressing for Accuracy,Pressing for Accuracy,356
1558,1400,TalkBack.Year1.Benson.Spring.011420.xlsx,T,How many parts,Pressing for Accuracy,Pressing for Accuracy,357
1559,1401,TalkBack.Year1.Benson.Spring.011420.xlsx,T,One person knows,,,358
1560,1402,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Maria how many parts should we cut our miles into,Pressing for Accuracy,Pressing for Accuracy,359
1561,1403,TalkBack.Year1.Benson.Spring.011420.xlsx,T,How many equal parts,Pressing for Accuracy,Pressing for Accuracy,360
1562,1404,TalkBack.Year1.Benson.Spring.011420.xlsx,S,Eight,,,361
1563,1405,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Eight okay,Revoicing,,362
1564,1406,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Theres eight there,,Revoicing,363
1565,1407,TalkBack.Year1.Benson.Spring.011420.xlsx,T,An eight there,,Revoicing,364
1566,1408,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Why do we cut them into eight equal parts,Pressing for Reasoning,Pressing for Reasoning,365
1567,1409,TalkBack.Year1.Benson.Spring.011420.xlsx,T,How do you know that Julie,Pressing for Accuracy,Pressing for Reasoning,366
1568,1410,TalkBack.Year1.Benson.Spring.011420.xlsx,S,Because eight is the common parts in mile,,,367
1569,1411,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Okay,,,368
1577,1412,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Does this tell us right here,Keeping Everyone Together,,369
1578,1413,TalkBack.Year1.Benson.Spring.011420.xlsx,S,Yes,,,370
1579,1414,TalkBack.Year1.Benson.Spring.011420.xlsx,T,That bottom number shows us how parts of whole is cut into,,,371
1580,1415,TalkBack.Year1.Benson.Spring.011420.xlsx,T,Our denominator tells us that we dont even have to try that figure it out,,,372
